Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode,Schedule
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-20 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-21 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-22 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-23 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-24 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-25 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-26 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-27 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,71.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-28 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,71.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-29 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-06-30 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-01 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-02 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-03 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-04 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-05 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-06 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-07 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-08 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-09 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-10 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-11 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-12 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-13 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-14 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-15 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-16 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-17 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-18 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-19 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-20 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-21 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-22 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-23 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-24 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-25 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-26 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-27 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-28 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-29 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-30 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-07-31 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-01 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-02 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-03 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-04 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-05 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-06 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-07 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-08 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-09 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-10 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-11 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-12 00:00:00,72.0,71.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,71.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,72.0,0.0,,72.0,72.0,,,,72.0,,72.0,72.0,,,72.0,,2023-08-13 00:00:00,72.0,72.0,,,,72.0,72.0,72.0,NBA,72.0,,72.0,72.0,72.0,72.0,72.0,,,,,72.0,,72.0,,72.0,72.0,,72.0,,72.0,,72.0,72.0,72.0,,balanced - low - 25_more_games - monthly - 0,,,,72.0,72.0,,,,72.0,,0,72,72,
,,0.0,1.0,,0.0,1.0,,,,0.0,,0.0,0.0,,,0.0,,2020-12-22 00:00:00,0.0,0.0,,,,1.0,0.0,0.0,NBA,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,balanced - low - 25_more_games - post_all_star - 0,,,,0.0,0.0,,,,0.0,,1,1,0,
,,1.0,0.5,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,2020-12-23 00:00:00,1.0,1.0,,,,1.0,0.0,1.0,NBA,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,0.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,balanced - low - 25_more_games - post_all_star - 0,,,,1.0,1.0,,,,1.0,,0,1,1,
,,1.0,0.3333333333333333,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,2020-12-24 00:00:00,1.0,1.0,,,,1.0,0.0,1.0,NBA,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,0.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,balanced - low - 25_more_games - post_all_star - 0,,,,1.0,1.0,,,,1.0,,0,1,1,
,,1.0,0.5,,2.0,2.0,,,,1.0,,1.0,1.0,,,2.0,,2020-12-25 00:00:00,2.0,1.0,,,,2.0,0.0,1.0,NBA,2.0,,2.0,1.0,2.0,2.0,1.0,,,,,2.0,,1.0,,0.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,balanced - low - 25_more_games - post_all_star - 0,,,,1.0,1.0,,,,1.0,,1,2,1,
,,2.0,0.4,,2.0,2.0,,,,1.0,,2.0,2.0,,,2.0,,2020-12-26 00:00:00,2.0,2.0,,,,2.0,1.0,2.0,NBA,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,2.0,,0.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,,balanced - low - 25_more_games - post_all_star - 0,,,,2.0,2.0,,,,2.0,,0,2,2,
,,2.0,0.3333333333333333,,3.0,2.0,,,,1.0,,3.0,3.0,,,3.0,,2020-12-27 00:00:00,2.0,2.0,,,,3.0,1.0,3.0,NBA,3.0,,3.0,2.0,2.0,3.0,3.0,,,,,3.0,,3.0,,0.0,3.0,,3.0,,3.0,,2.0,3.0,3.0,,balanced - low - 25_more_games - post_all_star - 0,,,,2.0,2.0,,,,3.0,,0,3,3,
,,3.0,0.4285714285714285,,3.0,3.0,,,,1.0,,3.0,3.0,,,3.0,,2020-12-28 00:00:00,3.0,3.0,,,,3.0,2.0,3.0,NBA,3.0,,4.0,3.0,2.0,3.0,3.0,,,,,3.0,,3.0,,1.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,,balanced - low - 25_more_games - post_all_star - 0,,,,2.0,3.0,,,,3.0,,1,4,3,
,,3.0,0.2857142857142857,,4.0,3.0,,,,1.0,,3.0,4.0,,,3.0,,2020-12-29 00:00:00,4.0,4.0,,,,4.0,2.0,4.0,NBA,4.0,,4.0,3.0,3.0,4.0,4.0,,,,,4.0,,4.0,,2.0,4.0,,4.0,,4.0,,3.0,4.0,3.0,,balanced - low - 25_more_games - post_all_star - 0,,,,3.0,3.0,,,,3.0,,0,4,4,
,,4.0,0.4285714285714285,,5.0,4.0,,,,2.0,,3.0,4.0,,,4.0,,2020-12-30 00:00:00,4.0,4.0,,,,4.0,2.0,4.0,NBA,5.0,,5.0,4.0,4.0,5.0,4.0,,,,,4.0,,4.0,,2.0,4.0,,4.0,,4.0,,4.0,4.0,4.0,,balanced - low - 25_more_games - post_all_star - 0,,,,3.0,3.0,,,,3.0,,1,5,4,
,,4.0,0.5714285714285714,,5.0,4.0,,,,2.0,,4.0,5.0,,,4.0,,2020-12-31 00:00:00,4.0,4.0,,,,4.0,3.0,5.0,NBA,5.0,,5.0,4.0,4.0,5.0,4.0,,,,,5.0,,5.0,,3.0,5.0,,5.0,,5.0,,4.0,5.0,4.0,,balanced - low - 25_more_games - post_all_star - 0,,,,4.0,4.0,,,,4.0,,1,5,4,
,,5.0,0.5714285714285714,,6.0,5.0,,,,3.0,,5.0,5.0,,,5.0,,2021-01-01 00:00:00,5.0,5.0,,,,5.0,3.0,5.0,NBA,6.0,,6.0,5.0,5.0,6.0,5.0,,,,,5.0,,5.0,,3.0,5.0,,5.0,,6.0,,5.0,5.0,5.0,,balanced - low - 25_more_games - post_all_star - 0,,,,4.0,5.0,,,,5.0,,1,6,5,
