home,visitor,game_date,Schedule Type,League,Schedule
Charlotte Hornets,Miami Heat,2021-05-02,basic - low - basic - monthly - 0,NBA,
Dallas Mavericks,Sacramento Kings,2021-05-02,basic - low - basic - monthly - 0,NBA,
Houston Rockets,New York Knicks,2021-05-02,basic - low - basic - monthly - 0,NBA,
Oklahoma City Thunder,Phoenix Suns,2021-05-02,basic - low - basic - monthly - 0,NBA,
San Antonio Spurs,Philadelphia 76ers,2021-05-02,basic - low - basic - monthly - 0,NBA,
Los Angeles Lakers,Toronto Raptors,2021-05-02,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Orlando Magic,2021-05-03,basic - low - basic - monthly - 0,NBA,
Washington Wizards,Indiana Pacers,2021-05-03,basic - low - basic - monthly - 0,NBA,
New Orleans Pelicans,Golden State Warriors,2021-05-03,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Portland Trail Blazers,2021-05-03,basic - low - basic - monthly - 0,NBA,
Chicago Bulls,Philadelphia 76ers,2021-05-03,basic - low - basic - monthly - 0,NBA,
Memphis Grizzlies,New York Knicks,2021-05-03,basic - low - basic - monthly - 0,NBA,
Los Angeles Lakers,Denver Nuggets,2021-05-03,basic - low - basic - monthly - 0,NBA,
Utah Jazz,San Antonio Spurs,2021-05-03,basic - low - basic - monthly - 0,NBA,
Cleveland Cavaliers,Phoenix Suns,2021-05-04,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Charlotte Hornets,2021-05-04,basic - low - basic - monthly - 0,NBA,
Milwaukee Bucks,Brooklyn Nets,2021-05-04,basic - low - basic - monthly - 0,NBA,
Miami Heat,Dallas Mavericks,2021-05-04,basic - low - basic - monthly - 0,NBA,
New Orleans Pelicans,Golden State Warriors,2021-05-04,basic - low - basic - monthly - 0,NBA,
Oklahoma City Thunder,Sacramento Kings,2021-05-04,basic - low - basic - monthly - 0,NBA,
Los Angeles Clippers,Toronto Raptors,2021-05-04,basic - low - basic - monthly - 0,NBA,
Orlando Magic,Boston Celtics,2021-05-05,basic - low - basic - monthly - 0,NBA,
Cleveland Cavaliers,Portland Trail Blazers,2021-05-05,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Phoenix Suns,2021-05-05,basic - low - basic - monthly - 0,NBA,
Houston Rockets,Philadelphia 76ers,2021-05-05,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Sacramento Kings,2021-05-05,basic - low - basic - monthly - 0,NBA,
Milwaukee Bucks,Washington Wizards,2021-05-05,basic - low - basic - monthly - 0,NBA,
Minnesota Timberwolves,Memphis Grizzlies,2021-05-22,basic - low - basic - monthly - 0,NBA,
Denver Nuggets,New York Knicks,2021-05-05,basic - low - basic - monthly - 0,NBA,
Utah Jazz,San Antonio Spurs,2021-05-05,basic - low - basic - monthly - 0,NBA,
Charlotte Hornets,Chicago Bulls,2021-05-06,basic - low - basic - monthly - 0,NBA,
Dallas Mavericks,Brooklyn Nets,2021-05-06,basic - low - basic - monthly - 0,NBA,
Toronto Raptors,Washington Wizards,2021-05-06,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Memphis Grizzlies,2021-05-06,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Atlanta Hawks,2021-05-06,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,Oklahoma City Thunder,2021-05-06,basic - low - basic - monthly - 0,NBA,
Los Angeles Clippers,Los Angeles Lakers,2021-05-06,basic - low - basic - monthly - 0,NBA,
Philadelphia 76ers,New Orleans Pelicans,2021-05-07,basic - low - basic - monthly - 0,NBA,
Chicago Bulls,Boston Celtics,2021-05-19,basic - low - basic - monthly - 0,NBA,
Charlotte Hornets,Orlando Magic,2021-05-07,basic - low - basic - monthly - 0,NBA,
Miami Heat,Minnesota Timberwolves,2021-05-07,basic - low - basic - monthly - 0,NBA,
Milwaukee Bucks,Houston Rockets,2021-05-07,basic - low - basic - monthly - 0,NBA,
Dallas Mavericks,Cleveland Cavaliers,2021-05-07,basic - low - basic - monthly - 0,NBA,
Utah Jazz,Denver Nuggets,2021-05-07,basic - low - basic - monthly - 0,NBA,
Phoenix Suns,New York Knicks,2021-05-07,basic - low - basic - monthly - 0,NBA,
Portland Trail Blazers,Los Angeles Lakers,2021-05-07,basic - low - basic - monthly - 0,NBA,
Sacramento Kings,San Antonio Spurs,2021-05-07,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Washington Wizards,2021-05-08,basic - low - basic - monthly - 0,NBA,
Philadelphia 76ers,Detroit Pistons,2021-05-08,basic - low - basic - monthly - 0,NBA,
Toronto Raptors,Memphis Grizzlies,2021-05-08,basic - low - basic - monthly - 0,NBA,
Denver Nuggets,Brooklyn Nets,2021-05-08,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,Oklahoma City Thunder,2021-05-08,basic - low - basic - monthly - 0,NBA,
Portland Trail Blazers,San Antonio Spurs,2021-05-08,basic - low - basic - monthly - 0,NBA,
Utah Jazz,Houston Rockets,2021-05-08,basic - low - basic - monthly - 0,NBA,
Boston Celtics,Miami Heat,2021-05-09,basic - low - basic - monthly - 0,NBA,
Los Angeles Clippers,New York Knicks,2021-05-09,basic - low - basic - monthly - 0,NBA,
Charlotte Hornets,New Orleans Pelicans,2021-05-09,basic - low - basic - monthly - 0,NBA,
Cleveland Cavaliers,Dallas Mavericks,2021-05-09,basic - low - basic - monthly - 0,NBA,
Orlando Magic,Minnesota Timberwolves,2021-05-09,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Chicago Bulls,2021-05-09,basic - low - basic - monthly - 0,NBA,
Los Angeles Lakers,Phoenix Suns,2021-05-09,basic - low - basic - monthly - 0,NBA,
Sacramento Kings,Oklahoma City Thunder,2021-05-09,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Washington Wizards,2021-05-10,basic - low - basic - monthly - 0,NBA,
Cleveland Cavaliers,Indiana Pacers,2021-05-10,basic - low - basic - monthly - 0,NBA,
Memphis Grizzlies,New Orleans Pelicans,2021-05-10,basic - low - basic - monthly - 0,NBA,
San Antonio Spurs,Milwaukee Bucks,2021-05-10,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,Utah Jazz,2021-05-10,basic - low - basic - monthly - 0,NBA,
Portland Trail Blazers,Houston Rockets,2021-05-10,basic - low - basic - monthly - 0,NBA,
Charlotte Hornets,Denver Nuggets,2021-05-11,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Minnesota Timberwolves,2021-05-11,basic - low - basic - monthly - 0,NBA,
Boston Celtics,Miami Heat,2021-05-21,basic - low - basic - monthly - 0,NBA,
Toronto Raptors,Los Angeles Clippers,2021-05-11,basic - low - basic - monthly - 0,NBA,
Chicago Bulls,Brooklyn Nets,2021-05-11,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Philadelphia 76ers,2021-05-11,basic - low - basic - monthly - 0,NBA,
Memphis Grizzlies,Dallas Mavericks,2021-05-11,basic - low - basic - monthly - 0,NBA,
Milwaukee Bucks,Orlando Magic,2021-05-11,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,Phoenix Suns,2021-05-11,basic - low - basic - monthly - 0,NBA,
Los Angeles Lakers,New York Knicks,2021-05-11,basic - low - basic - monthly - 0,NBA,
Sacramento Kings,Oklahoma City Thunder,2021-05-11,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Washington Wizards,2021-05-12,basic - low - basic - monthly - 0,NBA,
Brooklyn Nets,San Antonio Spurs,2021-05-12,basic - low - basic - monthly - 0,NBA,
Cleveland Cavaliers,Boston Celtics,2021-05-12,basic - low - basic - monthly - 0,NBA,
Dallas Mavericks,New Orleans Pelicans,2021-05-19,basic - low - basic - monthly - 0,NBA,
Utah Jazz,Portland Trail Blazers,2021-05-12,basic - low - basic - monthly - 0,NBA,
Los Angeles Lakers,Houston Rockets,2021-05-12,basic - low - basic - monthly - 0,NBA,
Charlotte Hornets,Los Angeles Clippers,2021-05-13,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Milwaukee Bucks,2021-05-13,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Orlando Magic,2021-05-13,basic - low - basic - monthly - 0,NBA,
Miami Heat,Philadelphia 76ers,2021-05-13,basic - low - basic - monthly - 0,NBA,
New York Knicks,San Antonio Spurs,2021-05-26,basic - low - basic - monthly - 0,NBA,
Chicago Bulls,Toronto Raptors,2021-05-13,basic - low - basic - monthly - 0,NBA,
Memphis Grizzlies,Sacramento Kings,2021-05-13,basic - low - basic - monthly - 0,NBA,
Minnesota Timberwolves,Denver Nuggets,2021-05-13,basic - low - basic - monthly - 0,NBA,
Phoenix Suns,Portland Trail Blazers,2021-05-13,basic - low - basic - monthly - 0,NBA,
Washington Wizards,Cleveland Cavaliers,2021-05-18,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Denver Nuggets,2021-05-14,basic - low - basic - monthly - 0,NBA,
Oklahoma City Thunder,Utah Jazz,2021-05-14,basic - low - basic - monthly - 0,NBA,
Philadelphia 76ers,Orlando Magic,2021-05-14,basic - low - basic - monthly - 0,NBA,
Dallas Mavericks,Toronto Raptors,2021-05-14,basic - low - basic - monthly - 0,NBA,
Houston Rockets,Los Angeles Clippers,2021-05-14,basic - low - basic - monthly - 0,NBA,
Memphis Grizzlies,Sacramento Kings,2021-05-19,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,New Orleans Pelicans,2021-05-14,basic - low - basic - monthly - 0,NBA,
Brooklyn Nets,Chicago Bulls,2021-05-15,basic - low - basic - monthly - 0,NBA,
Indiana Pacers,Los Angeles Lakers,2021-05-15,basic - low - basic - monthly - 0,NBA,
New York Knicks,Charlotte Hornets,2021-05-15,basic - low - basic - monthly - 0,NBA,
Minnesota Timberwolves,Boston Celtics,2021-05-15,basic - low - basic - monthly - 0,NBA,
San Antonio Spurs,Phoenix Suns,2021-05-15,basic - low - basic - monthly - 0,NBA,
Milwaukee Bucks,Miami Heat,2021-05-15,basic - low - basic - monthly - 0,NBA,
New York Knicks,Boston Celtics,2021-05-16,basic - low - basic - monthly - 0,NBA,
Toronto Raptors,Indiana Pacers,2021-05-16,basic - low - basic - monthly - 0,NBA,
Washington Wizards,Charlotte Hornets,2021-05-16,basic - low - basic - monthly - 0,NBA,
San Antonio Spurs,Phoenix Suns,2021-05-16,basic - low - basic - monthly - 0,NBA,
Golden State Warriors,Memphis Grizzlies,2021-05-16,basic - low - basic - monthly - 0,NBA,
Atlanta Hawks,Houston Rockets,2021-05-16,basic - low - basic - monthly - 0,NBA,
Brooklyn Nets,Cleveland Cavaliers,2021-05-16,basic - low - basic - monthly - 0,NBA,
Philadelphia 76ers,Orlando Magic,2021-05-16,basic - low - basic - monthly - 0,NBA,
Detroit Pistons,Miami Heat,2021-05-16,basic - low - basic - monthly - 0,NBA,
Chicago Bulls,Milwaukee Bucks,2021-05-16,basic - low - basic - monthly - 0,NBA,
Minnesota Timberwolves,Dallas Mavericks,2021-05-16,basic - low - basic - monthly - 0,NBA,
New Orleans Pelicans,Los Angeles Lakers,2021-05-16,basic - low - basic - monthly - 0,NBA,
Oklahoma City Thunder,Los Angeles Clippers,2021-05-16,basic - low - basic - monthly - 0,NBA,
Portland Trail Blazers,Denver Nuggets,2021-05-16,basic - low - basic - monthly - 0,NBA,
Sacramento Kings,Utah Jazz,2021-05-16,basic - low - basic - monthly - 0,NBA,
Brooklyn Nets,Golden State Warriors,2020-12-22,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Lakers,Los Angeles Clippers,2020-12-22,basic - low - basic - post_all_star - 0,NBA,
Cleveland Cavaliers,Charlotte Hornets,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Indiana Pacers,New York Knicks,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Orlando Magic,Miami Heat,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Philadelphia 76ers,Washington Wizards,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Toronto Raptors,New Orleans Pelicans,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Boston Celtics,Milwaukee Bucks,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Chicago Bulls,Atlanta Hawks,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Memphis Grizzlies,San Antonio Spurs,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Minnesota Timberwolves,Detroit Pistons,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Denver Nuggets,Sacramento Kings,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Portland Trail Blazers,Utah Jazz,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Phoenix Suns,Dallas Mavericks,2020-12-23,basic - low - basic - post_all_star - 0,NBA,
Miami Heat,New Orleans Pelicans,2020-12-25,basic - low - basic - post_all_star - 0,NBA,
Milwaukee Bucks,Golden State Warriors,2020-12-25,basic - low - basic - post_all_star - 0,NBA,
Boston Celtics,Brooklyn Nets,2020-12-25,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Lakers,Dallas Mavericks,2020-12-25,basic - low - basic - post_all_star - 0,NBA,
Denver Nuggets,Los Angeles Clippers,2020-12-25,basic - low - basic - post_all_star - 0,NBA,
Memphis Grizzlies,Atlanta Hawks,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Charlotte Hornets,Oklahoma City Thunder,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Detroit Pistons,Cleveland Cavaliers,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Washington Wizards,Orlando Magic,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
New York Knicks,Philadelphia 76ers,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Chicago Bulls,Indiana Pacers,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
San Antonio Spurs,Toronto Raptors,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Utah Jazz,Minnesota Timberwolves,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Portland Trail Blazers,Houston Rockets,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Sacramento Kings,Phoenix Suns,2020-12-26,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Clippers,Dallas Mavericks,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
New Orleans Pelicans,San Antonio Spurs,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Washington Wizards,Orlando Magic,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Charlotte Hornets,Brooklyn Nets,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Cleveland Cavaliers,Philadelphia 76ers,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
New York Knicks,Milwaukee Bucks,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Indiana Pacers,Boston Celtics,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Chicago Bulls,Golden State Warriors,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Sacramento Kings,Phoenix Suns,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Lakers,Minnesota Timberwolves,2020-12-27,basic - low - basic - post_all_star - 0,NBA,
Brooklyn Nets,Memphis Grizzlies,2020-12-28,basic - low - basic - post_all_star - 0,NBA,
Atlanta Hawks,Detroit Pistons,2020-12-28,basic - low - basic - post_all_star - 0,NBA,
Oklahoma City Thunder,Utah Jazz,2020-12-28,basic - low - basic - post_all_star - 0,NBA,
Denver Nuggets,Houston Rockets,2020-12-28,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Lakers,Portland Trail Blazers,2020-12-28,basic - low - basic - post_all_star - 0,NBA,
Cleveland Cavaliers,New York Knicks,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Detroit Pistons,Golden State Warriors,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Indiana Pacers,Boston Celtics,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Washington Wizards,Chicago Bulls,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Philadelphia 76ers,Toronto Raptors,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Miami Heat,Milwaukee Bucks,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Oklahoma City Thunder,Orlando Magic,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Phoenix Suns,New Orleans Pelicans,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Sacramento Kings,Denver Nuggets,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Clippers,Minnesota Timberwolves,2020-12-29,basic - low - basic - post_all_star - 0,NBA,
Miami Heat,Milwaukee Bucks,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
Brooklyn Nets,Atlanta Hawks,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
Boston Celtics,Memphis Grizzlies,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
Dallas Mavericks,Charlotte Hornets,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
San Antonio Spurs,Los Angeles Lakers,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
Los Angeles Clippers,Portland Trail Blazers,2020-12-30,basic - low - basic - post_all_star - 0,NBA,
Indiana Pacers,Cleveland Cavaliers,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Washington Wizards,Chicago Bulls,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Orlando Magic,Philadelphia 76ers,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Houston Rockets,Sacramento Kings,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Toronto Raptors,New York Knicks,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Oklahoma City Thunder,New Orleans Pelicans,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Utah Jazz,Phoenix Suns,2020-12-31,basic - low - basic - post_all_star - 0,NBA,
Charlotte Hornets,Memphis Grizzlies,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Dallas Mavericks,Miami Heat,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Detroit Pistons,Boston Celtics,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Brooklyn Nets,Atlanta Hawks,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Milwaukee Bucks,Chicago Bulls,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Minnesota Timberwolves,Washington Wizards,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
San Antonio Spurs,Los Angeles Lakers,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Denver Nuggets,Phoenix Suns,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Utah Jazz,Los Angeles Clippers,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Golden State Warriors,Portland Trail Blazers,2021-01-01,basic - low - basic - post_all_star - 0,NBA,
Houston Rockets,Sacramento Kings,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
Indiana Pacers,New York Knicks,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
Orlando Magic,Oklahoma City Thunder,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
Philadelphia 76ers,Charlotte Hornets,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
Atlanta Hawks,Cleveland Cavaliers,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
New Orleans Pelicans,Toronto Raptors,2021-01-02,basic - low - basic - post_all_star - 0,NBA,
Detroit Pistons,Boston Celtics,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Brooklyn Nets,Washington Wizards,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Memphis Grizzlies,Los Angeles Lakers,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Minnesota Timberwolves,Denver Nuggets,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
San Antonio Spurs,Utah Jazz,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Chicago Bulls,Dallas Mavericks,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Phoenix Suns,Los Angeles Clippers,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Golden State Warriors,Portland Trail Blazers,2021-01-03,basic - low - basic - post_all_star - 0,NBA,
Orlando Magic,Cleveland Cavaliers,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Philadelphia 76ers,Charlotte Hornets,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Atlanta Hawks,New York Knicks,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Miami Heat,Oklahoma City Thunder,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Toronto Raptors,Boston Celtics,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Houston Rockets,Dallas Mavericks,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Milwaukee Bucks,Detroit Pistons,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
New Orleans Pelicans,Indiana Pacers,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Golden State Warriors,Sacramento Kings,2021-01-04,basic - low - basic - post_all_star - 0,NBA,
Brooklyn Nets,Utah Jazz,2021-01-05,basic - low - basic - post_all_star - 0,NBA,
Memphis Grizzlies,Los Angeles Lakers,2021-01-05,basic - low - basic - post_all_star - 0,NBA,
Denver Nuggets,Minnesota Timberwolves,2021-01-05,basic - low - basic - post_all_star - 0,NBA,
